"pop","sex","family","l_1","w_1","a_1","bod_1","l_4","w_4","a_4","bod_4","l_7","w_7","a_7","bod_7","l_10","w_10","a_10","bod_10","l_13","w_13","a_13","bod_13"
"Juneau",0,36,1.5412022264,1.3461048343,1.4206029344,12.5675737472,5.2234409125,4.8338446965,8.6077688092,57.1249905369,10.2545645274,10.1330495344,23.6003892934,139.1347241216,18.4192692651,17.8843598792,59.699920615,319.1649306975,28.6341095042,27.7738757142,116.7682996048,582.5193623112
"Juneau",0,36,1.6659504477,1.4258129996,1.5603617305,13.5906380584,5.5234514293,5.0714482732,9.6816352841,63.3736440862,10.9129805771,10.342399772,26.5671249774,154.677976333,19.4036337209,18.2279566184,64.5050301298,341.9018913852,30.1489715862,28.1167335002,127.2405497992,629.2792487185
"Juneau",0,36,1.6066723886,1.7074002527,1.7484807708,14.9311398201,5.5521998047,5.7229149463,10.7564718183,69.2762157078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",0,37,1.6064213466,1.4100367207,1.460664678,12.8421299599,5.0774821821,4.6300500204,8.1477262602,54.391793887,9.9225168807,9.0245532347,21.4351327415,127.8663330784,17.9135054115,17.1651631212,55.2980450484,297.8553710251,27.8305554632,26.5924433136,109.8967546752,551.68544584
"Juneau",0,37,1.6688351478,1.3808906373,1.5445480104,13.4830227795,5.6439849056,4.9249371435,9.6868992028,63.3464933697,11.1410366211,10.4566169514,27.4039368382,158.9120792728,20.1183670557,17.9428294151,67.2361654201,354.9522204923,31.0072970014,28.768858451,130.4004146216,643.3425305835
"Juneau",0,38,1.4427892963,1.05390958,0.9813126127,9.5085950927,4.7106919524,3.8233707413,6.0500113346,42.0514922418,9.4822531571,8.0037944644,16.2778904817,99.9992663093,17.5218462974,15.2090796071,45.0924951065,248.2548308593,27.4429941658,24.539668387,91.4044003524,467.5390989475
"Juneau",0,38,1.3525296926,1.2185846513,1.0376053124,9.976525369,4.5533498573,4.1473081608,6.2587447899,43.3616232201,9.2908412816,8.5227060744,17.9525260745,109.1342218359,17.2701380528,15.7151896647,47.7712944239,261.2156261273,27.1001158918,23.8279833722,90.827366916,464.9349804397
"Juneau",0,38,1.4871025897,1.3635778771,1.2870723778,11.7858206162,4.8117079029,4.2917129259,7.2626347151,49.0847624895,9.8510506243,8.7474659841,20.2720015039,121.6286612127,17.7738716237,16.2296992698,52.1660309281,282.6937012397,27.756839393,26.4592588354,108.759380794,546.60124755
"Juneau",0,39,1.9999928434,2.0227980533,2.7592878571,21.4592867652,6.3137375591,6.2272003473,14.5138182638,90.4430253128,12.1872012576,11.6336713042,37.0917256108,208.3227444202,21.7032727446,21.2805332654,91.892999124,469.8734839306,33.3078652878,32.6064852192,173.3865935696,830.9243089288
"Juneau",0,39,1.4820489867,1.6075614839,1.5653810819,13.624775847,5.0125737679,5.0811904779,8.8759763198,58.7358423811,9.8185208442,9.1573115193,21.974707614,130.6181044221,17.7864768147,16.8520661663,54.1361683289,292.1927452077,27.7535453974,27.0593278,106.62220103,536.9033582862
"Juneau",0,39,1.944945316,1.7268038513,2.1896707161,17.8705613754,6.1353967619,5.5734489899,12.2365704314,77.6235020012,11.7068379035,10.3853204566,30.2744281594,173.8489869992,21.1239502116,18.508718412,74.4843948424,389.0397777302,32.1081917482,27.7115589436,141.0604889836,690.3915824883
"Juneau",0,40,1.273506156,1.1883665779,1.0792512332,10.1990354247,4.6043163262,4.1708139631,6.7962364236,46.5033641073,9.6722713355,9.1399678989,20.1388661728,120.8118324638,18.1252623311,15.7803706967,49.2522173521,268.6532617184,28.2948258174,24.6619437374,92.78490772,473.8724092662
"Juneau",0,40,1.5878456416,1.3297621829,1.4555108643,12.8752980015,5.1636634387,4.6966838788,8.3779816588,55.8488273098,10.1268779299,9.6011351107,23.100781699,136.5601720373,18.205907708,16.8101038793,56.7392329994,304.7548504711,28.5282788264,27.7307044228,115.7663777172,578.0733643814
"Juneau",0,40,1.2723814096,1.193018575,0.9489497975,9.4210514793,4.7089207322,4.5747033229,6.6786876423,45.6270073215,9.4940721434,8.9858844418,18.8322629115,113.9242835461,17.5062976925,17.3739723018,49.335716252,268.9144628471,27.293089911,27.6976650544,99.2666117092,503.5762628075
"Juneau",0,41,1.8779413209,1.5148034524,1.8771098345,15.6604208416,5.7112094119,4.7821778077,9.8042182376,63.9614093323,11.130744699,9.3924809026,25.577950058,149.6372754009,20.0721073926,17.0834539911,64.8204163387,343.4482472629,30.8440278282,27.3935674086,125.9553633876,623.5675268711
"Juneau",0,41,1.4558995475,1.052627198,0.9231918556,9.1673291637,5.0990961329,4.5186394235,7.3443107329,49.7429031551,9.9905526401,8.8517223617,19.3406115584,116.4902796593,18.3765676283,16.7595388142,50.8263893051,276.2299321637,28.6081340918,26.411121234,103.168127812,521.307042115
"Juneau",0,42,1.3368462947,1.3903415692,1.3267998175,11.9220644179,4.6037648534,4.5426999762,8.0033585509,53.6076943335,9.2921231957,9.0158319512,22.6359421742,134.0581148669,17.0807359286,16.1545916085,57.2168512532,307.2458993905,26.9433573246,26.095473257,114.0312460584,570.2420728798
"Juneau",0,42,1.454899361,1.4130677627,1.3240157985,11.9718569281,4.8750854753,4.8652897255,7.9570864878,53.3958117404,9.7632458087,9.9274033992,22.0103124515,130.8064375124,17.8969996295,17.9225418012,55.1092371478,296.8955597233,27.8064829084,27.5356627266,107.3680889512,540.2744027821
"Juneau",0,42,1.5895266382,1.2347707205,1.286115968,11.7792109205,5.0909742494,4.853733919,8.2078409653,54.6256382251,10.1503838091,9.673199261,22.0906222376,131.2839994446,18.3821394089,17.003334732,56.643891509,304.3439258731,28.5884348782,25.3753653226,109.7458746428,551.0503946737
"Juneau",0,43,1.6479848543,1.3351116391,1.4192421829,12.5582364411,5.6521946441,4.6689165187,8.977013953,59.2618894155,10.9643157471,9.0212834199,23.9264264594,140.8462200622,19.6978192109,16.043856917,59.678639699,319.0629922533,30.4229409904,25.2195855146,115.6827087292,577.6533247666
"Juneau",0,43,2.1348672067,2.0364293511,2.7601821268,21.5297115706,6.2253286597,5.7699448083,13.2389634166,83.4422546306,12.0973871238,11.8481213379,35.4439986756,200.0787963677,21.8193542273,20.6084144679,87.0503033556,447.4083694405,33.205658691,32.7255965236,170.6984463612,819.3807607949
"Juneau",0,43,0.8229291837,0.7231022574,0.3878475662,5.3308612606,3.701098576,3.3210573733,4.3230425428,31.345394183,7.8601348174,7.7951015284,14.1329217998,88.3413736157,15.0899543705,15.0980202512,38.8325905823,217.0463225273,24.314971371,24.7241188436,84.0094847216,433.5396461739
"Juneau",0,44,1.6742378335,1.4349866288,1.6341332708,14.0236644005,5.6957442271,5.5109367002,10.8947811664,70.2308384357,10.9279677702,10.6407408659,28.6303317875,165.2975218509,19.4955856098,19.7129016902,72.4027051537,379.4125697583,30.042311678,30.7320861062,142.5102461792,696.6743674698
"Juneau",0,44,1.7482517603,1.7796998349,2.1267723926,17.3888231358,5.5896940794,5.5777837289,11.3891466515,73.0829879336,10.8542240433,10.4392345126,28.7052462341,165.7350516326,19.7809914977,18.7820591837,70.2984691492,369.3219979304,30.4952853932,28.0631378736,134.8120975988,662.814518822
"Juneau",0,44,1.51322028,0.9738279431,0.8925355791,9.0204065108,5.3938424795,4.0485564921,7.1918949968,48.6673648567,10.5363318217,8.2088574408,18.9898198767,114.7701656788,19.1713424976,16.3159017582,52.8141273028,285.8383170271,29.5105700792,26.0887251332,105.32953285,531.1008190355
"Juneau",0,45,1.8541634689,1.8195351721,2.2813985075,18.3431597337,5.6493698997,5.2709175514,11.1957796362,71.9344778535,10.8893915979,9.8852107064,28.2302908916,163.2345344131,19.4700944796,16.4802544016,64.7693360726,343.3480894938,30.0226478946,25.7200647678,125.5337900312,621.6481942855
"Juneau",0,45,0.9950352207,0.7967918868,0.5723567177,6.6315016027,3.9849610676,3.6357367268,5.2524100431,37.2950180181,8.5288188552,8.2994084996,16.4593395412,101.0419306663,15.9701844978,15.2202945572,43.4155636388,239.781583952,25.4452755336,25.3827695798,91.7263163484,469.0626853449
"Juneau",0,45,1.3836234935,1.1438449189,0.9921363315,9.7264766757,4.796155646,4.1129205443,6.415865237,44.0613180794,9.6871840776,8.9173165291,18.6267925332,112.8201165419,17.671977713,15.7096708739,46.7369576957,256.1931487268,27.488831876,24.7150401104,94.936096044,483.8141602663
"Juneau",0,46,1.1871181023,1.119448529,0.8816052774,8.7999076668,4.6451899025,4.5389498145,7.1713047972,48.7229099757,9.3536606088,8.9579674397,19.3983591401,116.8531862438,17.1445266011,16.335880347,48.8028157396,266.4580017774,26.993239693,25.5404389776,98.2796588408,498.9888904067
"Juneau",0,46,1.9047825668,1.7583908785,2.2615528527,18.2783697621,5.868609733,5.3730275829,11.3759979405,73.0087918698,11.4454887607,10.742170729,30.3939216821,174.4099917204,20.7094311924,19.2888762135,77.4032286137,402.6439265668,31.8756277486,30.0919752002,150.903365116,733.4753117037
"Juneau",0,46,1.6652954373,1.2575243362,1.3740244089,12.3850548725,5.4666417204,5.0541444535,9.2676964898,60.7653554729,10.3902050635,9.5003808287,23.5399321697,138.922186284,18.4930136634,17.2550007422,57.1719404473,306.8855288186,28.4353087498,26.4491478858,110.4153675808,554.0675745227
"Juneau",0,47,1.4882135625,1.2291981956,1.2784625326,11.587920173,4.6622407191,4.2844107627,7.1670107447,48.6975634828,9.4386614227,8.3823262022,18.2731107047,110.8089152882,17.2262034702,15.1227912104,45.7067259549,251.2782828076,27.0676750782,23.7209409574,92.5275247396,472.6923382939
"Juneau",0,47,1.4172407324,1.2311665214,1.1142842378,10.5147489554,4.6210894655,4.0588711539,6.4974707456,44.786503519,9.2911785086,8.6728329075,19.4035237392,116.9344019849,17.0690702859,15.7346135406,49.7837078854,271.0518406345,26.5674599166,23.8002813454,98.0089871568,497.80058693
"Juneau",0,47,1.6583686089,1.3617619994,1.4622299122,12.9896530599,5.6073676604,4.7768112408,9.100622024,59.8022488927,10.8253656083,9.442702989,24.5564991655,144.251850125,19.2073423644,16.361301968,58.8099121713,314.7546453389,29.5435230588,26.0822936716,111.9067918808,560.7823814896
"Juneau",0,48,1.496492548,1.3825434404,1.320369627,11.8776746306,4.8120071201,4.4486653932,7.4439267296,50.3291547122,9.6453831027,8.7320412178,20.9068789345,124.9023543373,17.4271485627,14.584029279,50.0838620267,272.7104844887,27.2817421182,23.7674208208,100.7769519056,510.3573033314
"Juneau",0,48,1.4932831161,1.4903710833,1.3864179794,12.4015040795,5.1120927822,4.7608473446,8.1210966394,54.3531364834,9.8605843166,9.0514984307,21.4483937373,127.830599021,18.0583876278,16.2482429696,54.4707458802,293.8106913124,28.2006878828,24.9445151666,106.8717884188,538.0316309381
"Juneau",0,48,1.6744556942,1.3803938915,1.5321051411,13.4663901095,5.3374687822,4.9654008719,9.4343381744,61.7242806196,10.3402344225,9.501585488,24.9909154202,146.5227065376,18.7222851068,17.2124667417,61.317110698,326.7576844122,29.2209788908,26.3317445282,117.350215694,585.2154351806
"Juneau",0,49,1.4688365332,1.2377157772,1.2697533841,11.5276027822,4.9834694883,4.1964338787,7.6598549718,51.5973297824,10.0739172852,8.7597184479,21.0890395342,125.8703636064,18.4753137224,16.5262201095,54.6721874087,294.9776363911,28.979815018,25.7118250356,108.1650302716,543.8284568673
"Juneau",0,49,1.5779845994,1.3811727551,1.4306353503,12.7049448433,5.3609159599,5.2091463773,9.6562812988,63.2282812376,10.4325417509,9.5131467124,24.2097536672,142.3840356507,19.0818280826,17.4689010857,60.5779391255,323.1762900916,29.2978685978,26.713479577,117.5490381368,586.0609147613
"Juneau",0,49,1.8023331201,1.6074622976,1.8707639375,15.7518175545,5.5395832887,5.3681509629,10.3227193753,66.8092349873,10.8487465266,9.9189264303,26.1612276825,152.6211443674,19.7365706615,17.6535397641,65.0322021362,344.4543161965,30.4439206158,27.6599231632,128.8934725136,636.6612035364
"Juneau",0,50,1.4910007019,1.4237740055,1.3536562455,12.1072659577,5.159128664,5.132361729,9.1846486225,60.4021145359,9.9536002133,9.8651125806,23.8071945672,140.37803796,18.3414898254,18.0270994428,60.4634675054,322.6765169267,28.6455238474,27.6735023296,116.4585388064,581.1761715739
"Juneau",0,50,1.3122870558,1.0709533529,0.9795071586,9.5665729761,4.6126948417,3.9901047195,6.4699777849,44.5630571022,9.1674125626,7.8572523914,17.5435732293,106.8165642001,17.0686237392,15.1135043427,45.4595518451,249.9636610572,26.7229478758,24.3157459674,90.5048208628,463.4989105142
"Juneau",0,51,1.2695095143,0.9454180034,0.8039940999,8.2438716952,4.6600990001,3.7688234569,5.7820875088,40.4405088078,9.3587282233,7.7581535185,17.037315575,104.1282560111,17.2570823337,14.0277111792,42.1044205007,233.486910496,27.1154562066,21.6592049074,84.3575377028,435.0581652661
"Juneau",0,51,1.0362118794,1.1549648729,0.7881073352,8.2015296015,3.6767639219,3.6850820158,4.9080308472,35.1943499826,7.9136703738,7.8324347674,15.1168744905,93.7045799182,14.8328422001,14.5769324303,40.0154237226,222.9014710743,23.7389873866,22.7644506196,80.0397312692,415.0699725512
"Juneau",0,51,1.3757364577,1.0719709212,0.9744344857,9.6014158983,4.6612215301,3.7544552385,5.9384567679,41.2012186464,9.4553105945,7.8530442454,16.7166899703,102.4959720491,17.5710101393,15.4255231452,43.5608687619,240.5493846572,27.4482063174,24.71629506,88.6791099484,455.1002884063
"Juneau",0,52,1.5762489657,1.5379195106,1.5219853361,13.2611258757,4.9607340635,4.8282219909,8.3094524119,55.3920752752,9.8158438793,9.3055067908,22.18272873,131.6651630287,17.7778004307,16.2161077854,54.1243317866,292.3289760174,27.5957159446,25.4695179604,105.4924832472,531.7478460687
"Juneau",0,52,1.6375926273,1.3752236311,1.4940792709,13.138930188,5.1778096995,4.4946790929,8.451110266,56.2737944706,10.3793507661,9.3280096435,23.2800489446,137.5034513581,18.876703205,17.1116221428,58.2601282205,312.0678264359,29.1976220062,26.7128605356,112.9032571448,565.218812133
"Juneau",0,52,1.0062545601,1.0317110022,0.6917189672,7.5772792912,4.1269241628,3.8840703146,5.4500555967,38.2522199787,8.6692623655,8.5113902207,16.2321446859,99.8589583837,16.1400861774,15.8106742947,42.2518117408,234.0690126256,25.3791921974,24.977734541,86.5831206256,445.4370302639
"Juneau",0,53,1.5229287799,1.298020876,1.4550756644,12.8038660707,4.8323231575,4.3169179058,7.8515210944,52.6615991097,9.6088203754,8.9211078733,22.3323944562,132.6143654134,17.7355254174,15.9706709939,55.9977448615,301.2306815471,27.611406886,24.3122825638,110.2650665448,553.3453181653
"Juneau",0,53,1.623305894,1.2980435377,1.3315393745,12.0237474504,5.3274618509,4.6067382014,8.02979694,53.7620750697,10.4203764427,9.4527835898,21.9915670476,130.6014908337,18.9466089401,17.2037415212,56.0609826716,301.5837327707,29.438563793,26.7205678012,108.8215587832,546.8817925614
"Juneau",0,54,1.2862469994,1.1488480925,0.9698257224,9.4272570486,4.5726370582,4.3666517123,6.8280830858,46.6329643326,9.1892850883,8.8037552737,19.3647915539,116.8340787176,17.1569712525,16.635558306,49.4177769515,269.3150583265,26.7603654432,25.871446441,95.3273233536,485.557425359
"Juneau",0,54,1.5897644948,1.6266700361,1.7519955818,14.8874779466,5.1799796759,5.0176743622,9.7168110569,63.5179485347,10.3439545898,10.468158041,26.7221627629,155.3788507267,18.8709841899,18.2296875029,64.0155695789,339.6694696171,29.2915263048,27.5776040078,122.0810374152,606.358078781
"Juneau",0,55,1.4047262116,1.0920238217,1.0485755392,9.983355404,4.7075620602,4.1177192217,6.5730850759,45.177247124,9.3700085517,8.4500233955,17.6259805682,107.3163148251,17.1570075168,15.0738387273,44.0743479233,243.2341121871,26.9631789496,24.3742528458,91.2227058476,466.7048372289
"Juneau",0,55,1.343709126,1.2784824918,1.1142332675,10.5143922179,4.5609082593,4.2974627774,6.6149441084,45.4858101547,9.2731735186,8.2413206954,18.0892454427,109.8717712422,16.7593627526,13.9596446022,44.0563220298,242.9476282236,26.2304013778,22.9178025538,88.9077976384,456.1071960603
"Juneau",0,55,1.4967733632,1.1250966021,1.0503492069,10.1364981616,4.8383708903,4.0398228871,6.6158368493,45.2531422677,9.9056588624,8.5537453378,19.2339549291,116.079498007,18.0974243603,14.5202832081,45.7041747449,251.1181565645,28.190543755,23.3669792786,96.1195731404,489.2236627612
"Juneau",0,56,2.0196515984,1.9770546125,2.6226460748,20.5737647538,6.333015086,6.1409163975,13.875124712,86.9157895513,12.0404743148,12.0061239998,36.1853616372,203.7648866141,21.2485465098,20.3851050774,86.0196111953,442.8350938186,32.531788131,31.7775803424,163.6626277916,788.9240830525
"Juneau",0,56,1.8550281359,1.523930694,1.9632599112,16.3027842801,5.4476390896,4.3746130106,9.3981204623,61.7460261702,10.6415215212,8.9633291269,24.7621244756,145.2749447887,19.287520839,17.0272204179,63.7166777947,338.1521165407,29.8626707026,27.4338881586,128.0436194152,632.8453854968
"Juneau",0,56,1.5209547043,1.3743408233,1.3634862226,12.3126049276,5.4749264739,5.2856578764,9.7375485356,63.4648611364,10.7297927155,9.7080454138,24.9526219448,146.3226901803,19.4607690021,17.7237813228,63.5623674379,337.4652094954,30.0315494888,27.9989931464,123.8545749884,614.2630250714
"Juneau",0,57,1.679082383,1.8825971501,2.0682461484,16.9346215622,5.2661101995,5.1124716023,10.2864484924,66.7734957011,10.3667014705,9.6298208062,26.2444154232,152.9496334654,18.8444147301,16.9210004885,65.0466112122,344.6652359889,29.1178490604,25.3328702512,121.6949731988,604.5465775887
"Juneau",0,57,1.4782775089,1.0755666768,0.924783464,9.1786389516,5.4485106468,4.6091186934,8.1673738567,54.6229159065,10.6562773785,9.1574879544,22.3348993567,132.521969297,19.2018920451,17.1098843588,57.7525669493,309.6294397128,29.8589000122,26.5646249762,114.648395292,573.0577770751
"Juneau",0,57,1.679486261,1.4477835128,1.5467887272,13.5663314177,5.0808227463,4.309393974,7.8566150107,52.5743642008,10.1265863737,9.0647886784,22.2976160413,132.3778648087,18.4196729823,17.0584106607,58.832842385,314.8646500016,28.3945922054,26.4170147032,116.220286902,580.1531719458
"Juneau",0,58,1.8532472274,1.6458821578,2.0040279141,16.5077424978,5.8595193135,5.103769042,10.8408610332,69.9251702513,11.3662535735,10.2444780956,29.5318931015,169.9364118903,20.2539007127,19.4503210731,75.7301369207,395.0126201508,31.013407952,29.3770712996,142.2884805724,695.7002762625
"Juneau",0,58,1.4641605258,1.3556963524,1.3817891739,12.369691594,4.8502079047,4.4947907829,7.7874427331,52.4035926353,9.7062183417,8.8338802463,20.4646968759,122.6023678173,17.7472407143,15.9240014646,50.2449693158,273.3007514059,27.6547077056,25.9023122406,102.43480575,517.934184162
"Juneau",0,58,1.5728066679,1.5000229414,1.5046302245,13.2791646604,5.2839249858,5.1895379296,9.4367760466,61.7382968034,10.5937180799,10.4863481559,26.3264007238,153.4796511293,19.1069820278,19.222886115,65.2969573574,345.711552585,29.418607929,30.2866658842,128.3718780356,634.3467988278
